Id,Code_18,EU_ID,Description,East_1K,North_1K
2487,121,EU_1577067,Industrial or commercial units,521000,243000
2488,142,EU_1583230,Sport and leisure facilities,521000,247000
2489,142,EU_1583230,Sport and leisure facilities,521000,247000
2490,142,EU_1583230,Sport and leisure facilities,521000,247000
2491,311,EU_1604818,Broad-leaved forest,521000,250000
2492,231,EU_1594323,Pastures,522000,242000
2493,231,EU_1594323,Pastures,522000,242000
2494,231,EU_1594323,Pastures,522000,243000
2495,231,EU_1594323,Pastures,522000,243000
2496,142,EU_1583230,Sport and leisure facilities,522000,247000
2497,142,EU_1583230,Sport and leisure facilities,522000,247000
2498,142,EU_1583230,Sport and leisure facilities,522000,247000
2499,142,EU_1583230,Sport and leisure facilities,522000,247000
2500,231,EU_1594323,Pastures,523000,242000
2501,231,EU_1594323,Pastures,523000,243000
2502,231,EU_1594354,Pastures,523000,243000
2503,231,EU_1594323,Pastures,523000,243000
2504,231,EU_1594354,Pastures,523000,243000
2505,231,EU_1594354,Pastures,523000,244000
2506,231,EU_1594354,Pastures,524000,244000
2507,231,EU_1594354,Pastures,524000,244000
2508,112,EU_1572123,Discontinuous urban fabric,525000,246000
2509,231,EU_1594463,Pastures,525000,246000
2510,112,EU_1572123,Discontinuous urban fabric,525000,246000
2511,231,EU_1594463,Pastures,525000,246000
2512,112,EU_1572123,Discontinuous urban fabric,525000,246000
2513,231,EU_1594463,Pastures,525000,246000
2514,112,EU_1572123,Discontinuous urban fabric,525000,247000
2515,231,EU_1594463,Pastures,525000,247000
2516,112,EU_1572123,Discontinuous urban fabric,525000,248000
2517,231,EU_1594463,Pastures,526000,246000
2518,231,EU_1594463,Pastures,526000,246000
2519,112,EU_1572123,Discontinuous urban fabric,526000,247000
2520,231,EU_1594463,Pastures,526000,247000
2521,112,EU_1572123,Discontinuous urban fabric,526000,248000
2522,112,EU_1572033,Discontinuous urban fabric,527000,243000
2523,112,EU_1572033,Discontinuous urban fabric,527000,243000
2524,112,EU_1572033,Discontinuous urban fabric,527000,243000
2525,112,EU_1572033,Discontinuous urban fabric,527000,244000
2526,112,EU_1572033,Discontinuous urban fabric,527000,244000
2527,112,EU_1572033,Discontinuous urban fabric,527000,244000
2528,231,EU_1594557,Pastures,517000,246000
2529,231,EU_1594557,Pastures,517000,246000
2530,231,EU_1594557,Pastures,518000,246000
2531,231,EU_1594557,Pastures,518000,246000
2532,231,EU_1594557,Pastures,518000,246000
2533,231,EU_1594557,Pastures,518000,247000
2534,231,EU_1594557,Pastures,518000,247000
2535,231,EU_1594557,Pastures,518000,247000
2536,231,EU_1594557,Pastures,519000,246000
2537,231,EU_1594557,Pastures,519000,246000
2538,231,EU_1594557,Pastures,519000,247000
2539,231,EU_1594557,Pastures,519000,247000
2540,231,EU_1594557,Pastures,519000,247000
2541,231,EU_1594557,Pastures,520000,246000
2542,231,EU_1594557,Pastures,520000,246000
2543,231,EU_1594557,Pastures,517000,247000
2544,231,EU_1594557,Pastures,517000,247000
2545,231,EU_1594557,Pastures,518000,247000
2546,231,EU_1594557,Pastures,517000,248000
2547,231,EU_1594557,Pastures,517000,248000
2548,231,EU_1594557,Pastures,517000,248000
2549,231,EU_1594557,Pastures,517000,249000
2550,231,EU_1594557,Pastures,517000,249000
2551,231,EU_1594557,Pastures,517000,249000
2552,231,EU_1594557,Pastures,518000,248000
2553,231,EU_1594557,Pastures,516000,248000
2554,231,EU_1594557,Pastures,516000,248000
2555,231,EU_1594557,Pastures,520000,245000
2556,231,EU_1594557,Pastures,520000,245000
2557,231,EU_1594557,Pastures,520000,245000
2558,231,EU_1594557,Pastures,520000,245000
2559,231,EU_1594557,Pastures,520000,246000
2560,231,EU_1594557,Pastures,520000,246000
2561,231,EU_1594557,Pastures,518000,245000
2562,231,EU_1594557,Pastures,518000,245000
2563,231,EU_1594557,Pastures,518000,245000
2564,231,EU_1594557,Pastures,519000,245000
2565,311,EU_1604666,Broad-leaved forest,517000,240000
2566,311,EU_1604666,Broad-leaved forest,517000,240000
2567,311,EU_1604666,Broad-leaved forest,517000,241000
2568,311,EU_1604666,Broad-leaved forest,517000,241000
2569,311,EU_1604666,Broad-leaved forest,518000,240000
2570,311,EU_1604666,Broad-leaved forest,518000,240000
2571,311,EU_1604666,Broad-leaved forest,518000,240000
2572,311,EU_1604666,Broad-leaved forest,518000,241000
2573,311,EU_1604666,Broad-leaved forest,518000,241000
2574,311,EU_1604666,Broad-leaved forest,518000,241000
2575,312,EU_1608911,Coniferous forest,521000,248000
2576,312,EU_1608911,Coniferous forest,521000,248000
2577,312,EU_1608911,Coniferous forest,521000,247000
2578,312,EU_1608911,Coniferous forest,521000,247000
2579,312,EU_1608911,Coniferous forest,521000,247000
2580,512,EU_1625303,Water bodies,517000,246000
2581,512,EU_1625303,Water bodies,517000,246000
2582,512,EU_1625303,Water bodies,518000,246000
2583,512,EU_1625303,Water bodies,518000,246000
2584,512,EU_1625303,Water bodies,518000,246000
2585,512,EU_1625303,Water bodies,518000,247000
2586,512,EU_1625303,Water bodies,518000,247000
2587,512,EU_1625303,Water bodies,518000,247000
2588,512,EU_1625303,Water bodies,517000,247000
2589,512,EU_1625303,Water bodies,517000,247000
2590,512,EU_1625303,Water bodies,518000,247000
2591,512,EU_1625303,Water bodies,518000,245000
2592,512,EU_1625303,Water bodies,518000,245000
2593,512,EU_1625303,Water bodies,518000,245000
2594,231,EU_1594176,Pastures,518000,239000
2595,231,EU_1594176,Pastures,518000,239000
2596,231,EU_1594176,Pastures,518000,239000
2597,231,EU_1594246,Pastures,517000,240000
2598,231,EU_1594246,Pastures,517000,240000
2599,231,EU_1594246,Pastures,517000,241000
2600,231,EU_1594246,Pastures,517000,241000
2601,231,EU_1594246,Pastures,515000,239000
2602,231,EU_1594246,Pastures,515000,239000
2603,231,EU_1594246,Pastures,515000,239000
2604,231,EU_1594246,Pastures,516000,239000
2605,231,EU_1594246,Pastures,516000,239000
2606,231,EU_1594246,Pastures,516000,240000
2607,231,EU_1594246,Pastures,516000,240000
2608,231,EU_1594096,Pastures,517000,234000
2609,231,EU_1594096,Pastures,517000,234000
2610,231,EU_1594096,Pastures,517000,234000
2611,231,EU_1594096,Pastures,517000,234000
2612,231,EU_1594096,Pastures,517000,235000
2613,231,EU_1594096,Pastures,517000,235000
2614,231,EU_1594096,Pastures,517000,235000
2615,231,EU_1594096,Pastures,517000,235000
2616,112,EU_1571964,Discontinuous urban fabric,517000,237000
2617,231,EU_1594176,Pastures,517000,237000
2618,112,EU_1571964,Discontinuous urban fabric,517000,237000
2619,231,EU_1594176,Pastures,517000,237000
2620,112,EU_1571964,Discontinuous urban fabric,517000,238000
2621,231,EU_1594176,Pastures,517000,238000
2622,112,EU_1571964,Discontinuous urban fabric,517000,238000
2623,231,EU_1594176,Pastures,517000,238000
2624,112,EU_1571964,Discontinuous urban fabric,517000,238000
2625,231,EU_1594176,Pastures,517000,238000
2626,112,EU_1571964,Discontinuous urban fabric,517000,239000
2627,231,EU_1594176,Pastures,517000,239000
2628,112,EU_1571964,Discontinuous urban fabric,517000,239000
2629,231,EU_1594176,Pastures,517000,239000
2630,112,EU_1571928,Discontinuous urban fabric,518000,234000
2631,231,EU_1594096,Pastures,518000,234000
2632,112,EU_1571928,Discontinuous urban fabric,518000,234000
2633,231,EU_1594096,Pastures,518000,234000
2634,112,EU_1571928,Discontinuous urban fabric,518000,235000
2635,231,EU_1594096,Pastures,518000,235000
2636,112,EU_1571928,Discontinuous urban fabric,518000,235000
2637,231,EU_1594096,Pastures,518000,235000
2638,112,EU_1571928,Discontinuous urban fabric,518000,235000
2639,231,EU_1594096,Pastures,518000,235000
2640,112,EU_1571928,Discontinuous urban fabric,518000,235000
2641,231,EU_1594096,Pastures,518000,235000
2642,112,EU_1571928,Discontinuous urban fabric,518000,236000
2643,231,EU_1594096,Pastures,518000,236000
2644,112,EU_1571928,Discontinuous urban fabric,518000,236000
2645,231,EU_1594096,Pastures,518000,236000
2646,112,EU_1571928,Discontinuous urban fabric,518000,236000
2647,231,EU_1594096,Pastures,518000,236000
2648,112,EU_1571928,Discontinuous urban fabric,518000,237000
2649,231,EU_1594096,Pastures,518000,237000
2650,231,EU_1594176,Pastures,518000,237000
2651,112,EU_1571928,Discontinuous urban fabric,518000,237000
2652,231,EU_1594096,Pastures,518000,237000
2653,231,EU_1594176,Pastures,518000,237000
2654,112,EU_1571928,Discontinuous urban fabric,518000,237000
2655,231,EU_1594096,Pastures,518000,237000
2656,231,EU_1594176,Pastures,518000,237000
2657,112,EU_1571964,Discontinuous urban fabric,518000,238000
2658,231,EU_1594176,Pastures,518000,238000
2659,112,EU_1571964,Discontinuous urban fabric,518000,238000
2660,231,EU_1594176,Pastures,518000,238000
2661,112,EU_1571964,Discontinuous urban fabric,518000,238000
2662,231,EU_1594176,Pastures,518000,238000
2663,112,EU_1571861,Discontinuous urban fabric,519000,234000
2664,112,EU_1571928,Discontinuous urban fabric,519000,234000
2665,112,EU_1571861,Discontinuous urban fabric,519000,234000
2666,112,EU_1571928,Discontinuous urban fabric,519000,234000
2667,112,EU_1571861,Discontinuous urban fabric,519000,235000
2668,112,EU_1571928,Discontinuous urban fabric,519000,235000
2669,231,EU_1594096,Pastures,519000,235000
2670,112,EU_1571861,Discontinuous urban fabric,519000,235000
2671,112,EU_1571928,Discontinuous urban fabric,519000,235000
2672,231,EU_1594096,Pastures,519000,235000
2673,112,EU_1571928,Discontinuous urban fabric,519000,236000
2674,231,EU_1594096,Pastures,519000,236000
2675,112,EU_1571928,Discontinuous urban fabric,519000,237000
2676,231,EU_1594096,Pastures,519000,237000
2677,231,EU_1594158,Pastures,519000,237000
2678,112,EU_1571928,Discontinuous urban fabric,519000,237000
2679,231,EU_1594096,Pastures,519000,237000
2680,231,EU_1594158,Pastures,519000,237000
2681,231,EU_1594158,Pastures,519000,238000
2682,231,EU_1594158,Pastures,519000,238000
2683,231,EU_1594158,Pastures,519000,238000
2684,231,EU_1594158,Pastures,519000,238000
2685,231,EU_1594158,Pastures,519000,238000
2686,231,EU_1594158,Pastures,519000,238000
2687,121,EU_1577017,Industrial or commercial units,519000,239000
2688,121,EU_1577017,Industrial or commercial units,519000,239000
2689,112,EU_1571861,Discontinuous urban fabric,520000,234000
2690,112,EU_1571861,Discontinuous urban fabric,520000,234000
2691,112,EU_1571861,Discontinuous urban fabric,520000,235000
2692,112,EU_1571914,Discontinuous urban fabric,520000,235000
2693,112,EU_1571861,Discontinuous urban fabric,520000,235000
2694,112,EU_1571914,Discontinuous urban fabric,520000,235000
2695,112,EU_1571914,Discontinuous urban fabric,520000,236000
2696,231,EU_1594106,Pastures,520000,236000
2697,231,EU_1594106,Pastures,520000,237000
2698,231,EU_1594106,Pastures,520000,237000
2699,231,EU_1594158,Pastures,520000,238000
2700,231,EU_1594158,Pastures,520000,238000
2701,231,EU_1594158,Pastures,520000,238000
2702,231,EU_1594158,Pastures,520000,238000
2703,121,EU_1577017,Industrial or commercial units,520000,239000
2704,121,EU_1577017,Industrial or commercial units,520000,239000
2705,312,EU_1608911,Coniferous forest,520000,247000
2706,312,EU_1608911,Coniferous forest,520000,247000
2707,141,EU_1581195,Green urban areas,521000,232000
2708,141,EU_1581195,Green urban areas,521000,233000
2709,141,EU_1581195,Green urban areas,521000,233000
2710,112,EU_1571861,Discontinuous urban fabric,521000,235000
2711,112,EU_1571914,Discontinuous urban fabric,521000,235000
2712,112,EU_1571861,Discontinuous urban fabric,521000,235000
2713,112,EU_1571914,Discontinuous urban fabric,521000,235000
2714,112,EU_1571914,Discontinuous urban fabric,521000,236000
2715,231,EU_1594106,Pastures,521000,236000
2716,112,EU_1571914,Discontinuous urban fabric,521000,236000
2717,231,EU_1594106,Pastures,521000,236000
2718,112,EU_1571914,Discontinuous urban fabric,521000,237000
2719,231,EU_1594106,Pastures,521000,237000
2720,112,EU_1571914,Discontinuous urban fabric,521000,237000
2721,231,EU_1594106,Pastures,521000,237000
2722,231,EU_1594247,Pastures,521000,239000
2723,231,EU_1594247,Pastures,521000,239000
2724,231,EU_1594247,Pastures,521000,239000
2725,231,EU_1594247,Pastures,521000,240000
2726,231,EU_1594247,Pastures,521000,240000
2727,231,EU_1594020,Pastures,522000,234000
2728,231,EU_1594020,Pastures,522000,234000
2729,231,EU_1594020,Pastures,522000,234000
2730,112,EU_1571914,Discontinuous urban fabric,522000,235000
2731,231,EU_1594020,Pastures,522000,235000
2732,112,EU_1571914,Discontinuous urban fabric,522000,235000
2733,231,EU_1594020,Pastures,522000,235000
2734,112,EU_1571914,Discontinuous urban fabric,522000,235000
2735,231,EU_1594020,Pastures,522000,235000
2736,112,EU_1571914,Discontinuous urban fabric,522000,235000
2737,231,EU_1594020,Pastures,522000,235000
2738,112,EU_1571914,Discontinuous urban fabric,522000,236000
2739,112,EU_1571914,Discontinuous urban fabric,522000,236000
2740,112,EU_1571914,Discontinuous urban fabric,522000,236000
2741,112,EU_1571914,Discontinuous urban fabric,522000,236000
2742,112,EU_1571914,Discontinuous urban fabric,522000,236000
2743,112,EU_1571914,Discontinuous urban fabric,522000,237000
2744,112,EU_1571914,Discontinuous urban fabric,522000,237000
2745,112,EU_1571914,Discontinuous urban fabric,522000,237000
2746,112,EU_1571914,Discontinuous urban fabric,522000,237000
2747,231,EU_1594247,Pastures,522000,240000
2748,231,EU_1594247,Pastures,522000,240000
2749,231,EU_1594247,Pastures,522000,241000
2750,231,EU_1594020,Pastures,523000,234000
2751,231,EU_1594020,Pastures,523000,234000
2752,231,EU_1594020,Pastures,523000,234000
2753,231,EU_1594020,Pastures,523000,234000
2754,231,EU_1594020,Pastures,523000,234000
2755,231,EU_1594020,Pastures,523000,235000
2756,231,EU_1594020,Pastures,523000,235000
2757,231,EU_1594020,Pastures,523000,235000
2758,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,236000
2759,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,236000
2760,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,236000
2761,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,237000
2762,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,237000
2763,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,237000
2764,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,519000,237000
2765,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,519000,237000
2766,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,519000,238000
2767,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,519000,238000
2768,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,519000,238000
2769,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,517000,239000
2770,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,517000,239000
2771,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,238000
2772,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,238000
2773,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,238000
2774,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,239000
2775,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,239000
2776,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,518000,239000
2777,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,519000,238000
2778,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,519000,238000
2779,243,EU_1602280,Land principally occupied by agriculture with significant areas of natural vegetation,519000,238000
2780,311,EU_1604564,Broad-leaved forest,522000,236000
2781,311,EU_1604564,Broad-leaved forest,522000,236000
2782,311,EU_1604564,Broad-leaved forest,522000,236000
2783,311,EU_1604564,Broad-leaved forest,522000,236000
2784,311,EU_1604564,Broad-leaved forest,522000,236000
2785,311,EU_1604564,Broad-leaved forest,522000,235000
2786,311,EU_1604564,Broad-leaved forest,522000,235000
2787,311,EU_1604564,Broad-leaved forest,522000,235000
2788,311,EU_1604564,Broad-leaved forest,522000,235000
2789,311,EU_1604564,Broad-leaved forest,523000,235000
2790,311,EU_1604564,Broad-leaved forest,523000,235000
2791,311,EU_1604564,Broad-leaved forest,523000,235000
2792,112,EU_1572040,Discontinuous urban fabric,517000,242000
2793,112,EU_1572040,Discontinuous urban fabric,517000,242000
2794,112,EU_1572040,Discontinuous urban fabric,517000,243000
2795,112,EU_1572113,Discontinuous urban fabric,517000,246000
2796,112,EU_1572113,Discontinuous urban fabric,517000,246000
2797,112,EU_1572113,Discontinuous urban fabric,517000,245000
2798,112,EU_1572113,Discontinuous urban fabric,517000,245000
2799,112,EU_1572241,Discontinuous urban fabric,515000,250000
2800,112,EU_1572241,Discontinuous urban fabric,515000,250000
2801,112,EU_1572241,Discontinuous urban fabric,515000,251000
2802,112,EU_1572241,Discontinuous urban fabric,515000,251000
2803,131,EU_1579793,Mineral extraction sites,517000,242000
2804,131,EU_1579793,Mineral extraction sites,517000,242000
2805,131,EU_1579793,Mineral extraction sites,517000,241000
2806,131,EU_1579793,Mineral extraction sites,517000,241000
2807,231,EU_1594400,Pastures,517000,244000
2808,231,EU_1594400,Pastures,517000,244000
2809,231,EU_1594400,Pastures,517000,245000
2810,231,EU_1594400,Pastures,517000,245000
2811,231,EU_1594781,Pastures,515000,253000
2812,231,EU_1594781,Pastures,515000,253000
2813,231,EU_1594781,Pastures,515000,254000
2814,231,EU_1594781,Pastures,515000,254000
2815,231,EU_1594781,Pastures,516000,253000
2816,231,EU_1594781,Pastures,516000,253000
2817,231,EU_1594781,Pastures,516000,253000
2818,231,EU_1594781,Pastures,516000,254000
2819,231,EU_1594781,Pastures,516000,254000
2820,231,EU_1594781,Pastures,516000,254000
2821,231,EU_1594781,Pastures,515000,249000
2822,231,EU_1594781,Pastures,515000,249000
2823,231,EU_1594781,Pastures,515000,249000
2824,231,EU_1594781,Pastures,515000,250000
2825,231,EU_1594781,Pastures,515000,250000
2826,231,EU_1594781,Pastures,515000,251000
2827,231,EU_1594781,Pastures,515000,251000
2828,231,EU_1594781,Pastures,516000,249000
2829,231,EU_1594781,Pastures,516000,249000
2830,231,EU_1594781,Pastures,516000,249000
2831,231,EU_1594781,Pastures,516000,250000
2832,231,EU_1594781,Pastures,516000,250000
2833,231,EU_1594781,Pastures,515000,248000
2834,231,EU_1594781,Pastures,515000,248000
2835,231,EU_1594781,Pastures,516000,248000
2836,231,EU_1594781,Pastures,516000,248000
2837,312,EU_1608852,Coniferous forest,516000,240000
2838,312,EU_1608852,Coniferous forest,516000,240000
2839,312,EU_1608852,Coniferous forest,515000,240000
2840,312,EU_1608852,Coniferous forest,515000,240000
2841,312,EU_1608852,Coniferous forest,515000,240000
2842,112,EU_1572262,Discontinuous urban fabric,511000,252000
2843,311,EU_1604792,Broad-leaved forest,512000,246000
2844,311,EU_1604792,Broad-leaved forest,512000,246000
2845,311,EU_1604792,Broad-leaved forest,512000,247000
2846,311,EU_1604792,Broad-leaved forest,512000,247000
2847,311,EU_1604792,Broad-leaved forest,512000,248000
2848,311,EU_1604792,Broad-leaved forest,512000,248000
2849,311,EU_1604792,Broad-leaved forest,512000,248000
2850,112,EU_1572262,Discontinuous urban fabric,512000,251000
2851,112,EU_1572262,Discontinuous urban fabric,512000,251000
2852,112,EU_1572262,Discontinuous urban fabric,512000,251000
2853,112,EU_1572262,Discontinuous urban fabric,512000,252000
2854,112,EU_1572262,Discontinuous urban fabric,512000,252000
2855,142,EU_1583180,Sport and leisure facilities,513000,241000
2856,142,EU_1583180,Sport and leisure facilities,513000,241000
2857,142,EU_1583180,Sport and leisure facilities,513000,242000
2858,311,EU_1604707,Broad-leaved forest,513000,242000
2859,142,EU_1583180,Sport and leisure facilities,513000,242000
2860,311,EU_1604707,Broad-leaved forest,513000,242000
2861,142,EU_1583180,Sport and leisure facilities,513000,242000
2862,311,EU_1604707,Broad-leaved forest,513000,242000
2863,311,EU_1604707,Broad-leaved forest,513000,243000
2864,312,EU_1608887,Coniferous forest,513000,243000
2865,312,EU_1608887,Coniferous forest,513000,244000
2866,312,EU_1608887,Coniferous forest,513000,244000
2867,312,EU_1608887,Coniferous forest,513000,244000
2868,311,EU_1604792,Broad-leaved forest,513000,246000
2869,311,EU_1604792,Broad-leaved forest,513000,246000
2870,311,EU_1604792,Broad-leaved forest,513000,247000
2871,311,EU_1604792,Broad-leaved forest,513000,247000
2872,311,EU_1604792,Broad-leaved forest,513000,248000
2873,311,EU_1604792,Broad-leaved forest,513000,248000
2874,112,EU_1572262,Discontinuous urban fabric,513000,251000
2875,112,EU_1572262,Discontinuous urban fabric,513000,251000
2876,112,EU_1572262,Discontinuous urban fabric,513000,252000
2877,112,EU_1572262,Discontinuous urban fabric,513000,252000
2878,112,EU_1572262,Discontinuous urban fabric,513000,252000
2879,142,EU_1583180,Sport and leisure facilities,514000,241000
2880,142,EU_1583180,Sport and leisure facilities,514000,241000
2881,142,EU_1583180,Sport and leisure facilities,514000,241000
2882,142,EU_1583180,Sport and leisure facilities,514000,242000
2883,311,EU_1604707,Broad-leaved forest,514000,242000
2884,142,EU_1583180,Sport and leisure facilities,514000,242000
2885,311,EU_1604707,Broad-leaved forest,514000,242000
2886,142,EU_1583180,Sport and leisure facilities,514000,242000
2887,311,EU_1604707,Broad-leaved forest,514000,242000
2888,121,EU_1577097,Industrial or commercial units,514000,243000
2889,142,EU_1583207,Sport and leisure facilities,514000,243000
2890,311,EU_1604707,Broad-leaved forest,514000,243000
2891,312,EU_1608887,Coniferous forest,514000,243000
2892,121,EU_1577097,Industrial or commercial units,514000,243000
2893,142,EU_1583207,Sport and leisure facilities,514000,243000
2894,311,EU_1604707,Broad-leaved forest,514000,243000
2895,312,EU_1608887,Coniferous forest,514000,243000
2896,121,EU_1577097,Industrial or commercial units,514000,243000
2897,142,EU_1583207,Sport and leisure facilities,514000,243000
2898,311,EU_1604707,Broad-leaved forest,514000,243000
2899,312,EU_1608887,Coniferous forest,514000,243000
2900,121,EU_1577097,Industrial or commercial units,514000,244000
2901,142,EU_1583207,Sport and leisure facilities,514000,244000
2902,312,EU_1608887,Coniferous forest,514000,244000
2903,121,EU_1577097,Industrial or commercial units,514000,244000
2904,142,EU_1583207,Sport and leisure facilities,514000,244000
2905,312,EU_1608887,Coniferous forest,514000,244000
2906,121,EU_1577097,Industrial or commercial units,514000,244000
2907,142,EU_1583207,Sport and leisure facilities,514000,244000
2908,312,EU_1608887,Coniferous forest,514000,244000
2909,112,EU_1572134,Discontinuous urban fabric,514000,245000
2910,231,EU_1594491,Pastures,514000,245000
2911,112,EU_1572134,Discontinuous urban fabric,514000,245000
2912,231,EU_1594491,Pastures,514000,245000
2913,112,EU_1572134,Discontinuous urban fabric,514000,246000
2914,231,EU_1594491,Pastures,514000,246000
2915,112,EU_1572241,Discontinuous urban fabric,514000,250000
2916,231,EU_1594781,Pastures,514000,250000
2917,112,EU_1572241,Discontinuous urban fabric,514000,251000
2918,231,EU_1594781,Pastures,514000,251000
2919,312,EU_1608852,Coniferous forest,515000,241000
2920,312,EU_1608852,Coniferous forest,515000,241000
2921,142,EU_1583207,Sport and leisure facilities,515000,243000
2922,142,EU_1583207,Sport and leisure facilities,515000,243000
2923,142,EU_1583207,Sport and leisure facilities,515000,243000
2924,121,EU_1577097,Industrial or commercial units,515000,244000
2925,142,EU_1583207,Sport and leisure facilities,515000,244000
2926,121,EU_1577097,Industrial or commercial units,515000,244000
2927,142,EU_1583207,Sport and leisure facilities,515000,244000
2928,112,EU_1572134,Discontinuous urban fabric,515000,245000
2929,112,EU_1572134,Discontinuous urban fabric,515000,246000
2930,112,EU_1572241,Discontinuous urban fabric,515000,252000
2931,231,EU_1594781,Pastures,515000,252000
2932,112,EU_1572241,Discontinuous urban fabric,515000,252000
2933,231,EU_1594781,Pastures,515000,252000
2934,112,EU_1572040,Discontinuous urban fabric,516000,242000
2935,112,EU_1572040,Discontinuous urban fabric,516000,242000
2936,112,EU_1572040,Discontinuous urban fabric,516000,242000
2937,112,EU_1572040,Discontinuous urban fabric,516000,243000
2938,112,EU_1572040,Discontinuous urban fabric,516000,243000
2939,112,EU_1572113,Discontinuous urban fabric,516000,244000
2940,231,EU_1594400,Pastures,516000,244000
2941,112,EU_1572113,Discontinuous urban fabric,516000,244000
2942,231,EU_1594400,Pastures,516000,244000
2943,112,EU_1572113,Discontinuous urban fabric,516000,245000
2944,231,EU_1594400,Pastures,516000,245000
2945,112,EU_1572113,Discontinuous urban fabric,516000,245000
2946,231,EU_1594400,Pastures,516000,245000
2947,112,EU_1572113,Discontinuous urban fabric,516000,245000
2948,231,EU_1594400,Pastures,516000,245000
2949,112,EU_1572113,Discontinuous urban fabric,516000,246000
2950,112,EU_1572113,Discontinuous urban fabric,516000,246000
2951,231,EU_1594781,Pastures,516000,252000
2952,231,EU_1594781,Pastures,516000,252000
2953,311,EU_1604564,Broad-leaved forest,523000,236000
2954,311,EU_1604564,Broad-leaved forest,523000,236000
2955,313,EU_1612564,Mixed forest,514000,243000
2956,313,EU_1612564,Mixed forest,513000,242000
2957,313,EU_1612564,Mixed forest,513000,242000
2958,313,EU_1612564,Mixed forest,513000,242000
2959,313,EU_1612564,Mixed forest,513000,243000
2960,313,EU_1612564,Mixed forest,514000,242000
2961,313,EU_1612564,Mixed forest,514000,242000
2962,313,EU_1612564,Mixed forest,514000,242000
2963,313,EU_1612564,Mixed forest,514000,243000
2964,313,EU_1612564,Mixed forest,514000,243000
2965,313,EU_1612564,Mixed forest,515000,243000
2966,313,EU_1612564,Mixed forest,515000,243000
2967,313,EU_1612564,Mixed forest,515000,243000
2968,313,EU_1612596,Mixed forest,513000,246000
2969,313,EU_1612596,Mixed forest,513000,246000
2970,313,EU_1612596,Mixed forest,514000,246000
2971,313,EU_1612596,Mixed forest,514000,245000
2972,313,EU_1612596,Mixed forest,514000,245000
2973,512,EU_1625285,Water bodies,516000,244000
2974,512,EU_1625285,Water bodies,516000,244000
2975,512,EU_1625285,Water bodies,517000,244000
2976,512,EU_1625285,Water bodies,517000,244000
2977,512,EU_1625285,Water bodies,516000,243000
2978,512,EU_1625285,Water bodies,516000,243000
2979,512,EU_1625285,Water bodies,517000,243000
2980,512,EU_1625322,Water bodies,515000,252000
2981,512,EU_1625322,Water bodies,515000,252000
2982,512,EU_1625322,Water bodies,515000,250000
2983,512,EU_1625322,Water bodies,515000,250000
2984,512,EU_1625322,Water bodies,515000,251000
2985,512,EU_1625322,Water bodies,515000,251000
2986,512,EU_1625322,Water bodies,516000,250000
2987,512,EU_1625322,Water bodies,516000,250000
2988,512,EU_1625322,Water bodies,516000,251000
2989,512,EU_1625322,Water bodies,516000,251000
2990,111,EU_1569813,Continuous urban fabric,503000,249000
2991,111,EU_1569813,Continuous urban fabric,503000,249000
2992,111,EU_1569813,Continuous urban fabric,504000,249000
2993,111,EU_1569813,Continuous urban fabric,504000,250000
2994,111,EU_1569813,Continuous urban fabric,505000,250000
2995,111,EU_1569813,Continuous urban fabric,504000,248000
2996,112,EU_1572310,Discontinuous urban fabric,506000,253000
2997,112,EU_1572310,Discontinuous urban fabric,506000,253000
2998,112,EU_1572310,Discontinuous urban fabric,506000,252000
2999,112,EU_1572310,Discontinuous urban fabric,506000,252000
3000,112,EU_1572310,Discontinuous urban fabric,507000,252000
3001,112,EU_1572310,Discontinuous urban fabric,507000,252000
3002,112,EU_1572310,Discontinuous urban fabric,507000,252000
3003,112,EU_1572310,Discontinuous urban fabric,507000,253000
3004,112,EU_1572310,Discontinuous urban fabric,507000,253000
3005,112,EU_1572310,Discontinuous urban fabric,508000,253000
3006,112,EU_1572310,Discontinuous urban fabric,503000,251000
