Id,Code_18,EU_ID,Description,East_1K,North_1K
5272,211,EU_1626166,Non-irrigated arable land,514000,235000
5273,211,EU_1626166,Non-irrigated arable land,514000,236000
5274,211,EU_1626166,Non-irrigated arable land,514000,236000
5275,211,EU_1626166,Non-irrigated arable land,514000,237000
5276,211,EU_1626166,Non-irrigated arable land,514000,237000
5277,211,EU_1626166,Non-irrigated arable land,514000,238000
5278,211,EU_1626166,Non-irrigated arable land,514000,238000
5279,211,EU_1626166,Non-irrigated arable land,514000,238000
5280,211,EU_1626166,Non-irrigated arable land,514000,238000
5281,211,EU_1626166,Non-irrigated arable land,514000,239000
5282,211,EU_1626166,Non-irrigated arable land,514000,239000
5283,211,EU_1626166,Non-irrigated arable land,514000,239000
5284,211,EU_1626166,Non-irrigated arable land,514000,239000
5285,211,EU_1626166,Non-irrigated arable land,514000,239000
5286,211,EU_1626166,Non-irrigated arable land,514000,240000
5287,211,EU_1626166,Non-irrigated arable land,514000,240000
5288,211,EU_1626166,Non-irrigated arable land,514000,240000
5289,211,EU_1626166,Non-irrigated arable land,514000,248000
5290,211,EU_1626166,Non-irrigated arable land,514000,248000
5291,211,EU_1626166,Non-irrigated arable land,515000,217000
5292,211,EU_1626166,Non-irrigated arable land,515000,218000
5293,211,EU_1626166,Non-irrigated arable land,515000,219000
5294,211,EU_1626166,Non-irrigated arable land,515000,219000
5295,211,EU_1626166,Non-irrigated arable land,515000,230000
5296,211,EU_1626166,Non-irrigated arable land,515000,230000
5297,211,EU_1626166,Non-irrigated arable land,515000,231000
5298,211,EU_1626166,Non-irrigated arable land,515000,232000
5299,211,EU_1626166,Non-irrigated arable land,515000,232000
5300,211,EU_1626166,Non-irrigated arable land,515000,233000
5301,211,EU_1626166,Non-irrigated arable land,515000,233000
5302,211,EU_1626166,Non-irrigated arable land,515000,233000
5303,211,EU_1626166,Non-irrigated arable land,515000,234000
5304,211,EU_1626166,Non-irrigated arable land,515000,234000
5305,211,EU_1626166,Non-irrigated arable land,515000,235000
5306,211,EU_1626166,Non-irrigated arable land,515000,235000
5307,211,EU_1626166,Non-irrigated arable land,515000,235000
5308,211,EU_1626166,Non-irrigated arable land,515000,235000
5309,211,EU_1626166,Non-irrigated arable land,515000,236000
5310,211,EU_1626166,Non-irrigated arable land,515000,236000
5311,211,EU_1626166,Non-irrigated arable land,515000,237000
5312,211,EU_1626166,Non-irrigated arable land,515000,237000
5313,211,EU_1626166,Non-irrigated arable land,515000,237000
5314,211,EU_1626166,Non-irrigated arable land,515000,238000
5315,211,EU_1626166,Non-irrigated arable land,515000,238000
5316,211,EU_1626166,Non-irrigated arable land,515000,238000
5317,211,EU_1626166,Non-irrigated arable land,516000,217000
5318,211,EU_1626166,Non-irrigated arable land,516000,218000
5319,211,EU_1626166,Non-irrigated arable land,516000,218000
5320,211,EU_1626166,Non-irrigated arable land,516000,232000
5321,211,EU_1626166,Non-irrigated arable land,516000,232000
5322,211,EU_1626166,Non-irrigated arable land,516000,233000
5323,211,EU_1626166,Non-irrigated arable land,516000,233000
5324,211,EU_1626166,Non-irrigated arable land,516000,234000
5325,211,EU_1626166,Non-irrigated arable land,516000,234000
5326,211,EU_1626166,Non-irrigated arable land,516000,235000
5327,211,EU_1626166,Non-irrigated arable land,516000,235000
5328,211,EU_1626166,Non-irrigated arable land,516000,236000
5329,211,EU_1626166,Non-irrigated arable land,516000,236000
5330,211,EU_1626166,Non-irrigated arable land,516000,237000
5331,211,EU_1626166,Non-irrigated arable land,516000,237000
5332,211,EU_1626166,Non-irrigated arable land,516000,238000
5333,211,EU_1626166,Non-irrigated arable land,516000,238000
5334,211,EU_1626166,Non-irrigated arable land,517000,232000
5335,211,EU_1626166,Non-irrigated arable land,517000,232000
5336,211,EU_1626166,Non-irrigated arable land,517000,233000
5337,211,EU_1626166,Non-irrigated arable land,517000,233000
5338,211,EU_1626166,Non-irrigated arable land,517000,236000
5339,211,EU_1626166,Non-irrigated arable land,517000,236000
5340,211,EU_1626166,Non-irrigated arable land,517000,236000
5341,211,EU_1626166,Non-irrigated arable land,518000,232000
5342,211,EU_1626166,Non-irrigated arable land,518000,232000
5343,211,EU_1626166,Non-irrigated arable land,518000,232000
5344,211,EU_1626166,Non-irrigated arable land,518000,232000
5345,211,EU_1626166,Non-irrigated arable land,518000,232000
5346,211,EU_1626166,Non-irrigated arable land,518000,232000
5347,211,EU_1626166,Non-irrigated arable land,518000,233000
5348,211,EU_1626166,Non-irrigated arable land,518000,233000
5349,211,EU_1626166,Non-irrigated arable land,518000,233000
5350,211,EU_1626166,Non-irrigated arable land,519000,231000
5351,211,EU_1626166,Non-irrigated arable land,519000,231000
5352,211,EU_1626166,Non-irrigated arable land,519000,232000
5353,211,EU_1626166,Non-irrigated arable land,519000,232000
5354,211,EU_1626166,Non-irrigated arable land,519000,232000
5355,211,EU_1626166,Non-irrigated arable land,519000,233000
5356,211,EU_1626166,Non-irrigated arable land,519000,233000
5357,211,EU_1626166,Non-irrigated arable land,520000,231000
5358,211,EU_1626166,Non-irrigated arable land,520000,231000
5359,211,EU_1626166,Non-irrigated arable land,520000,231000
5360,211,EU_1626166,Non-irrigated arable land,520000,232000
5361,211,EU_1626166,Non-irrigated arable land,520000,232000
5362,211,EU_1626166,Non-irrigated arable land,520000,232000
5363,211,EU_1626166,Non-irrigated arable land,520000,233000
5364,211,EU_1626166,Non-irrigated arable land,520000,233000
5365,211,EU_1626166,Non-irrigated arable land,520000,233000
5366,211,EU_1626166,Non-irrigated arable land,521000,238000
5367,211,EU_1626166,Non-irrigated arable land,521000,238000
5368,211,EU_1626166,Non-irrigated arable land,521000,238000
5369,211,EU_1626166,Non-irrigated arable land,521000,246000
5370,211,EU_1626166,Non-irrigated arable land,521000,246000
5371,211,EU_1626166,Non-irrigated arable land,521000,246000
5372,211,EU_1626166,Non-irrigated arable land,521000,246000
5373,211,EU_1626166,Non-irrigated arable land,522000,238000
5374,211,EU_1626166,Non-irrigated arable land,522000,238000
5375,211,EU_1626166,Non-irrigated arable land,522000,239000
5376,211,EU_1626166,Non-irrigated arable land,522000,239000
5377,211,EU_1626166,Non-irrigated arable land,522000,239000
5378,211,EU_1626166,Non-irrigated arable land,522000,245000
5379,211,EU_1626166,Non-irrigated arable land,522000,245000
5380,211,EU_1626166,Non-irrigated arable land,522000,245000
5381,211,EU_1626166,Non-irrigated arable land,522000,246000
5382,211,EU_1626166,Non-irrigated arable land,522000,246000
5383,211,EU_1626166,Non-irrigated arable land,522000,246000
5384,211,EU_1626166,Non-irrigated arable land,522000,246000
5385,211,EU_1626166,Non-irrigated arable land,523000,237000
5386,211,EU_1626166,Non-irrigated arable land,523000,237000
5387,211,EU_1626166,Non-irrigated arable land,523000,237000
5388,211,EU_1626166,Non-irrigated arable land,523000,238000
5389,211,EU_1626166,Non-irrigated arable land,523000,238000
5390,211,EU_1626166,Non-irrigated arable land,523000,238000
5391,211,EU_1626166,Non-irrigated arable land,523000,238000
5392,211,EU_1626166,Non-irrigated arable land,523000,239000
5393,211,EU_1626166,Non-irrigated arable land,523000,239000
5394,211,EU_1626166,Non-irrigated arable land,523000,239000
5395,211,EU_1626166,Non-irrigated arable land,523000,240000
5396,211,EU_1626166,Non-irrigated arable land,523000,240000
5397,211,EU_1626166,Non-irrigated arable land,523000,241000
5398,211,EU_1626166,Non-irrigated arable land,523000,241000
5399,211,EU_1626166,Non-irrigated arable land,523000,245000
5400,211,EU_1626166,Non-irrigated arable land,523000,245000
5401,211,EU_1626166,Non-irrigated arable land,523000,246000
5402,211,EU_1626166,Non-irrigated arable land,523000,246000
5403,211,EU_1626166,Non-irrigated arable land,524000,235000
5404,211,EU_1626166,Non-irrigated arable land,524000,235000
5405,211,EU_1626166,Non-irrigated arable land,524000,236000
5406,211,EU_1626166,Non-irrigated arable land,524000,236000
5407,211,EU_1626166,Non-irrigated arable land,524000,237000
5408,211,EU_1626166,Non-irrigated arable land,524000,237000
5409,211,EU_1626166,Non-irrigated arable land,524000,237000
5410,211,EU_1626166,Non-irrigated arable land,524000,238000
5411,211,EU_1626166,Non-irrigated arable land,524000,238000
5412,211,EU_1626166,Non-irrigated arable land,524000,238000
5413,211,EU_1626166,Non-irrigated arable land,524000,239000
5414,211,EU_1626166,Non-irrigated arable land,524000,239000
5415,211,EU_1626166,Non-irrigated arable land,524000,239000
5416,211,EU_1626166,Non-irrigated arable land,524000,240000
5417,211,EU_1626166,Non-irrigated arable land,524000,240000
5418,211,EU_1626166,Non-irrigated arable land,524000,241000
5419,211,EU_1626166,Non-irrigated arable land,524000,242000
5420,211,EU_1626166,Non-irrigated arable land,524000,243000
5421,211,EU_1626166,Non-irrigated arable land,524000,245000
5422,211,EU_1626166,Non-irrigated arable land,524000,245000
5423,211,EU_1626166,Non-irrigated arable land,524000,246000
5424,211,EU_1626166,Non-irrigated arable land,524000,246000
5425,211,EU_1626166,Non-irrigated arable land,525000,240000
5426,211,EU_1626166,Non-irrigated arable land,525000,240000
5427,211,EU_1626166,Non-irrigated arable land,525000,240000
5428,211,EU_1626166,Non-irrigated arable land,525000,241000
5429,211,EU_1626166,Non-irrigated arable land,525000,241000
5430,211,EU_1626166,Non-irrigated arable land,525000,241000
5431,211,EU_1626166,Non-irrigated arable land,525000,241000
5432,211,EU_1626166,Non-irrigated arable land,525000,241000
5433,211,EU_1626166,Non-irrigated arable land,525000,242000
5434,211,EU_1626166,Non-irrigated arable land,525000,242000
5435,211,EU_1626166,Non-irrigated arable land,525000,243000
5436,211,EU_1626166,Non-irrigated arable land,525000,244000
5437,211,EU_1626166,Non-irrigated arable land,525000,245000
5438,211,EU_1626166,Non-irrigated arable land,525000,245000
5439,211,EU_1626166,Non-irrigated arable land,526000,240000
5440,211,EU_1626166,Non-irrigated arable land,526000,240000
5441,211,EU_1626166,Non-irrigated arable land,526000,240000
5442,211,EU_1626166,Non-irrigated arable land,526000,241000
5443,211,EU_1626166,Non-irrigated arable land,526000,241000
5444,211,EU_1626166,Non-irrigated arable land,526000,242000
5445,211,EU_1626166,Non-irrigated arable land,526000,242000
5446,211,EU_1626166,Non-irrigated arable land,526000,243000
5447,211,EU_1626166,Non-irrigated arable land,526000,243000
5448,211,EU_1626166,Non-irrigated arable land,526000,243000
5449,211,EU_1626166,Non-irrigated arable land,526000,244000
5450,211,EU_1626166,Non-irrigated arable land,526000,244000
5451,211,EU_1626166,Non-irrigated arable land,526000,245000
5452,211,EU_1626166,Non-irrigated arable land,527000,242000
5453,211,EU_1626166,Non-irrigated arable land,527000,242000
5454,211,EU_1626166,Non-irrigated arable land,527000,245000
5455,211,EU_1626166,Non-irrigated arable land,527000,246000
5456,211,EU_1626166,Non-irrigated arable land,527000,246000
5457,211,EU_1626166,Non-irrigated arable land,527000,247000
5458,211,EU_1626166,Non-irrigated arable land,527000,247000
5459,211,EU_1626166,Non-irrigated arable land,499000,248000
5460,211,EU_1626166,Non-irrigated arable land,499000,248000
5461,211,EU_1626166,Non-irrigated arable land,499000,248000
5462,211,EU_1626166,Non-irrigated arable land,500000,248000
5463,211,EU_1626166,Non-irrigated arable land,500000,248000
5464,211,EU_1626166,Non-irrigated arable land,501000,248000
5465,211,EU_1626166,Non-irrigated arable land,501000,248000
5466,211,EU_1626166,Non-irrigated arable land,499000,249000
5467,211,EU_1626166,Non-irrigated arable land,499000,249000
5468,211,EU_1626166,Non-irrigated arable land,499000,249000
5469,211,EU_1626166,Non-irrigated arable land,500000,249000
5470,211,EU_1626166,Non-irrigated arable land,500000,249000
5471,211,EU_1626166,Non-irrigated arable land,500000,249000
5472,211,EU_1626166,Non-irrigated arable land,492000,250000
5473,211,EU_1626166,Non-irrigated arable land,493000,250000
5474,211,EU_1626166,Non-irrigated arable land,492000,251000
5475,211,EU_1626166,Non-irrigated arable land,492000,251000
5476,211,EU_1626166,Non-irrigated arable land,492000,251000
5477,211,EU_1626166,Non-irrigated arable land,492000,251000
5478,211,EU_1626166,Non-irrigated arable land,493000,251000
5479,211,EU_1626166,Non-irrigated arable land,493000,251000
5480,211,EU_1626166,Non-irrigated arable land,493000,251000
5481,211,EU_1626166,Non-irrigated arable land,493000,251000
5482,211,EU_1626166,Non-irrigated arable land,493000,252000
5483,211,EU_1626166,Non-irrigated arable land,493000,252000
5484,211,EU_1626166,Non-irrigated arable land,494000,248000
5485,211,EU_1626166,Non-irrigated arable land,500000,244000
5486,211,EU_1626166,Non-irrigated arable land,501000,244000
5487,211,EU_1626166,Non-irrigated arable land,502000,244000
5488,211,EU_1626166,Non-irrigated arable land,502000,244000
5489,211,EU_1626166,Non-irrigated arable land,499000,246000
5490,211,EU_1626166,Non-irrigated arable land,499000,246000
5491,211,EU_1626166,Non-irrigated arable land,499000,246000
5492,211,EU_1626166,Non-irrigated arable land,500000,246000
5493,211,EU_1626166,Non-irrigated arable land,499000,247000
5494,211,EU_1626166,Non-irrigated arable land,499000,247000
5495,211,EU_1626166,Non-irrigated arable land,499000,247000
5496,211,EU_1626166,Non-irrigated arable land,500000,247000
5497,211,EU_1626166,Non-irrigated arable land,501000,245000
5498,211,EU_1626166,Non-irrigated arable land,501000,246000
5499,211,EU_1626166,Non-irrigated arable land,501000,246000
5500,211,EU_1626166,Non-irrigated arable land,502000,245000
5501,211,EU_1626166,Non-irrigated arable land,501000,247000
5502,211,EU_1626166,Non-irrigated arable land,501000,247000
5503,211,EU_1626166,Non-irrigated arable land,501000,247000
5504,211,EU_1626166,Non-irrigated arable land,500000,240000
5505,211,EU_1626166,Non-irrigated arable land,501000,240000
5506,211,EU_1626166,Non-irrigated arable land,502000,240000
5507,211,EU_1626166,Non-irrigated arable land,503000,240000
5508,211,EU_1626166,Non-irrigated arable land,500000,242000
5509,211,EU_1626166,Non-irrigated arable land,500000,242000
5510,211,EU_1626166,Non-irrigated arable land,500000,243000
5511,211,EU_1626166,Non-irrigated arable land,502000,241000
5512,211,EU_1626166,Non-irrigated arable land,503000,241000
5513,211,EU_1626166,Non-irrigated arable land,502000,242000
5514,211,EU_1626166,Non-irrigated arable land,501000,243000
5515,211,EU_1626166,Non-irrigated arable land,502000,243000
5516,211,EU_1626166,Non-irrigated arable land,502000,243000
5517,211,EU_1626166,Non-irrigated arable land,503000,242000
5518,211,EU_1626166,Non-irrigated arable land,503000,243000
5519,211,EU_1626166,Non-irrigated arable land,498000,248000
5520,211,EU_1626166,Non-irrigated arable land,498000,248000
5521,211,EU_1626166,Non-irrigated arable land,498000,248000
5522,211,EU_1626166,Non-irrigated arable land,495000,248000
5523,211,EU_1626166,Non-irrigated arable land,495000,249000
5524,211,EU_1626166,Non-irrigated arable land,496000,249000
5525,211,EU_1626166,Non-irrigated arable land,497000,249000
5526,211,EU_1626166,Non-irrigated arable land,497000,249000
5527,211,EU_1626166,Non-irrigated arable land,498000,249000
5528,211,EU_1626166,Non-irrigated arable land,498000,249000
5529,211,EU_1626166,Non-irrigated arable land,498000,249000
5530,211,EU_1626166,Non-irrigated arable land,498000,243000
5531,211,EU_1626166,Non-irrigated arable land,498000,244000
5532,211,EU_1626166,Non-irrigated arable land,498000,244000
5533,211,EU_1626166,Non-irrigated arable land,499000,244000
5534,211,EU_1626166,Non-irrigated arable land,499000,244000
5535,211,EU_1626166,Non-irrigated arable land,499000,245000
5536,211,EU_1626166,Non-irrigated arable land,499000,245000
5537,211,EU_1626166,Non-irrigated arable land,493000,243000
5538,211,EU_1626166,Non-irrigated arable land,494000,243000
5539,211,EU_1626166,Non-irrigated arable land,493000,244000
5540,211,EU_1626166,Non-irrigated arable land,494000,244000
5541,211,EU_1626166,Non-irrigated arable land,494000,245000
5542,211,EU_1626166,Non-irrigated arable land,495000,243000
5543,211,EU_1626166,Non-irrigated arable land,496000,243000
5544,211,EU_1626166,Non-irrigated arable land,497000,243000
5545,211,EU_1626166,Non-irrigated arable land,497000,243000
5546,211,EU_1626166,Non-irrigated arable land,495000,244000
5547,211,EU_1626166,Non-irrigated arable land,495000,245000
5548,211,EU_1626166,Non-irrigated arable land,495000,245000
5549,211,EU_1626166,Non-irrigated arable land,496000,245000
5550,211,EU_1626166,Non-irrigated arable land,496000,246000
5551,211,EU_1626166,Non-irrigated arable land,496000,246000
5552,211,EU_1626166,Non-irrigated arable land,494000,246000
5553,211,EU_1626166,Non-irrigated arable land,495000,246000
5554,211,EU_1626166,Non-irrigated arable land,495000,246000
5555,211,EU_1626166,Non-irrigated arable land,498000,239000
5556,211,EU_1626166,Non-irrigated arable land,498000,240000
5557,211,EU_1626166,Non-irrigated arable land,498000,240000
5558,211,EU_1626166,Non-irrigated arable land,499000,240000
5559,211,EU_1626166,Non-irrigated arable land,499000,240000
5560,211,EU_1626166,Non-irrigated arable land,497000,241000
5561,211,EU_1626166,Non-irrigated arable land,497000,242000
5562,211,EU_1626166,Non-irrigated arable land,497000,242000
5563,211,EU_1626166,Non-irrigated arable land,497000,242000
5564,211,EU_1626166,Non-irrigated arable land,498000,241000
5565,211,EU_1626166,Non-irrigated arable land,498000,241000
5566,211,EU_1626166,Non-irrigated arable land,498000,243000
5567,211,EU_1626166,Non-irrigated arable land,499000,241000
5568,211,EU_1626166,Non-irrigated arable land,499000,241000
5569,211,EU_1626166,Non-irrigated arable land,499000,242000
5570,211,EU_1626166,Non-irrigated arable land,499000,242000
5571,211,EU_1626166,Non-irrigated arable land,499000,243000
5572,211,EU_1626166,Non-irrigated arable land,495000,239000
5573,211,EU_1626166,Non-irrigated arable land,495000,239000
5574,211,EU_1626166,Non-irrigated arable land,494000,240000
5575,211,EU_1626166,Non-irrigated arable land,495000,240000
5576,211,EU_1626166,Non-irrigated arable land,495000,240000
5577,211,EU_1626166,Non-irrigated arable land,494000,241000
5578,211,EU_1626166,Non-irrigated arable land,496000,239000
5579,211,EU_1626166,Non-irrigated arable land,496000,239000
5580,211,EU_1626166,Non-irrigated arable land,496000,240000
5581,211,EU_1626166,Non-irrigated arable land,495000,241000
5582,211,EU_1626166,Non-irrigated arable land,495000,241000
5583,211,EU_1626166,Non-irrigated arable land,497000,240000
5584,211,EU_1626166,Non-irrigated arable land,496000,241000
5585,211,EU_1626166,Non-irrigated arable land,496000,241000
5586,211,EU_1626166,Non-irrigated arable land,495000,242000
5587,211,EU_1626166,Non-irrigated arable land,496000,242000
5588,211,EU_1626166,Non-irrigated arable land,496000,242000
5589,211,EU_1626166,Non-irrigated arable land,497000,241000
5590,211,EU_1626166,Non-irrigated arable land,500000,236000
5591,211,EU_1626166,Non-irrigated arable land,501000,236000
5592,211,EU_1626166,Non-irrigated arable land,501000,236000
5593,211,EU_1626166,Non-irrigated arable land,501000,236000
5594,211,EU_1626166,Non-irrigated arable land,500000,237000
5595,211,EU_1626166,Non-irrigated arable land,501000,238000
5596,211,EU_1626166,Non-irrigated arable land,501000,238000
5597,211,EU_1626166,Non-irrigated arable land,501000,239000
5598,211,EU_1626166,Non-irrigated arable land,502000,238000
5599,211,EU_1626166,Non-irrigated arable land,502000,238000
5600,211,EU_1626166,Non-irrigated arable land,502000,239000
5601,211,EU_1626166,Non-irrigated arable land,499000,235000
5602,211,EU_1626166,Non-irrigated arable land,498000,236000
5603,211,EU_1626166,Non-irrigated arable land,498000,236000
5604,211,EU_1626166,Non-irrigated arable land,498000,237000
5605,211,EU_1626166,Non-irrigated arable land,498000,237000
5606,211,EU_1626166,Non-irrigated arable land,498000,237000
5607,211,EU_1626166,Non-irrigated arable land,498000,237000
5608,211,EU_1626166,Non-irrigated arable land,498000,238000
5609,211,EU_1626166,Non-irrigated arable land,498000,238000
5610,211,EU_1626166,Non-irrigated arable land,498000,238000
5611,211,EU_1626166,Non-irrigated arable land,499000,237000
5612,211,EU_1626166,Non-irrigated arable land,499000,237000
5613,211,EU_1626166,Non-irrigated arable land,499000,238000
5614,211,EU_1626166,Non-irrigated arable land,499000,238000
5615,211,EU_1626166,Non-irrigated arable land,499000,238000
5616,211,EU_1626166,Non-irrigated arable land,499000,238000
5617,211,EU_1626166,Non-irrigated arable land,499000,239000
5618,211,EU_1626166,Non-irrigated arable land,499000,239000
5619,211,EU_1626166,Non-irrigated arable land,497000,235000
5620,211,EU_1626166,Non-irrigated arable land,497000,235000
5621,211,EU_1626166,Non-irrigated arable land,497000,235000
5622,211,EU_1626166,Non-irrigated arable land,497000,235000
5623,211,EU_1626166,Non-irrigated arable land,498000,235000
5624,211,EU_1626166,Non-irrigated arable land,498000,235000
5625,211,EU_1626166,Non-irrigated arable land,496000,237000
5626,211,EU_1626166,Non-irrigated arable land,496000,237000
5627,211,EU_1626166,Non-irrigated arable land,497000,236000
5628,211,EU_1626166,Non-irrigated arable land,497000,236000
5629,211,EU_1626166,Non-irrigated arable land,497000,237000
5630,211,EU_1626166,Non-irrigated arable land,497000,237000
5631,211,EU_1626166,Non-irrigated arable land,497000,237000
5632,211,EU_1626166,Non-irrigated arable land,496000,238000
5633,211,EU_1626166,Non-irrigated arable land,496000,238000
5634,211,EU_1626166,Non-irrigated arable land,496000,238000
5635,211,EU_1626166,Non-irrigated arable land,497000,238000
5636,211,EU_1626166,Non-irrigated arable land,497000,238000
5637,211,EU_1626166,Non-irrigated arable land,497000,238000
5638,211,EU_1626166,Non-irrigated arable land,498000,236000
5639,211,EU_1626166,Non-irrigated arable land,490000,240000
5640,211,EU_1626166,Non-irrigated arable land,490000,240000
5641,211,EU_1626166,Non-irrigated arable land,490000,240000
5642,211,EU_1626166,Non-irrigated arable land,490000,241000
5643,211,EU_1626166,Non-irrigated arable land,490000,241000
5644,211,EU_1626166,Non-irrigated arable land,491000,240000
5645,211,EU_1626166,Non-irrigated arable land,491000,240000
5646,211,EU_1626166,Non-irrigated arable land,491000,240000
5647,211,EU_1626166,Non-irrigated arable land,491000,241000
5648,211,EU_1626166,Non-irrigated arable land,491000,241000
5649,211,EU_1626166,Non-irrigated arable land,492000,240000
5650,211,EU_1626166,Non-irrigated arable land,492000,240000
5651,211,EU_1626166,Non-irrigated arable land,492000,240000
5652,211,EU_1626166,Non-irrigated arable land,492000,241000
5653,211,EU_1626166,Non-irrigated arable land,492000,241000
5654,211,EU_1626166,Non-irrigated arable land,491000,242000
5655,211,EU_1626166,Non-irrigated arable land,491000,242000
5656,211,EU_1626166,Non-irrigated arable land,492000,242000
5657,211,EU_1626166,Non-irrigated arable land,493000,241000
5658,211,EU_1626166,Non-irrigated arable land,493000,242000
5659,211,EU_1626166,Non-irrigated arable land,494000,235000
5660,211,EU_1626166,Non-irrigated arable land,494000,235000
5661,211,EU_1626166,Non-irrigated arable land,494000,235000
5662,211,EU_1626166,Non-irrigated arable land,495000,235000
5663,211,EU_1626166,Non-irrigated arable land,495000,235000
5664,211,EU_1626166,Non-irrigated arable land,495000,235000
5665,211,EU_1626166,Non-irrigated arable land,494000,236000
5666,211,EU_1626166,Non-irrigated arable land,494000,236000
5667,211,EU_1626166,Non-irrigated arable land,494000,237000
5668,211,EU_1626166,Non-irrigated arable land,495000,236000
5669,211,EU_1626166,Non-irrigated arable land,495000,236000
5670,211,EU_1626166,Non-irrigated arable land,495000,237000
5671,211,EU_1626166,Non-irrigated arable land,494000,238000
5672,211,EU_1626166,Non-irrigated arable land,494000,238000
5673,211,EU_1626166,Non-irrigated arable land,495000,238000
5674,211,EU_1626166,Non-irrigated arable land,495000,238000
5675,211,EU_1626166,Non-irrigated arable land,496000,235000
5676,211,EU_1626166,Non-irrigated arable land,496000,235000
5677,211,EU_1626166,Non-irrigated arable land,496000,235000
5678,211,EU_1626166,Non-irrigated arable land,496000,236000
5679,211,EU_1626166,Non-irrigated arable land,491000,238000
5680,211,EU_1626166,Non-irrigated arable land,491000,238000
5681,211,EU_1626166,Non-irrigated arable land,491000,238000
5682,211,EU_1626166,Non-irrigated arable land,492000,238000
5683,211,EU_1626166,Non-irrigated arable land,492000,238000
5684,211,EU_1626166,Non-irrigated arable land,492000,238000
5685,211,EU_1626166,Non-irrigated arable land,492000,239000
5686,211,EU_1626166,Non-irrigated arable land,492000,239000
5687,211,EU_1626166,Non-irrigated arable land,493000,239000
5688,211,EU_1626166,Non-irrigated arable land,493000,239000
5689,211,EU_1626166,Non-irrigated arable land,493000,239000
5690,211,EU_1626166,Non-irrigated arable land,493000,239000
5691,211,EU_1626166,Non-irrigated arable land,494000,239000
5692,211,EU_1626166,Non-irrigated arable land,494000,239000
5693,211,EU_1626166,Non-irrigated arable land,490000,239000
5694,211,EU_1626166,Non-irrigated arable land,490000,239000
5695,211,EU_1626166,Non-irrigated arable land,491000,239000
5696,211,EU_1626166,Non-irrigated arable land,491000,239000
5697,211,EU_1626166,Non-irrigated arable land,493000,240000
5698,211,EU_1626166,Non-irrigated arable land,493000,240000
5699,211,EU_1626166,Non-irrigated arable land,493000,235000
5700,211,EU_1626166,Non-irrigated arable land,493000,235000
5701,211,EU_1626166,Non-irrigated arable land,492000,236000
5702,211,EU_1626166,Non-irrigated arable land,492000,236000
5703,211,EU_1626166,Non-irrigated arable land,492000,237000
5704,211,EU_1626166,Non-irrigated arable land,492000,237000
5705,211,EU_1626166,Non-irrigated arable land,492000,237000
5706,211,EU_1626166,Non-irrigated arable land,493000,236000
5707,211,EU_1626166,Non-irrigated arable land,493000,236000
5708,211,EU_1626166,Non-irrigated arable land,493000,237000
5709,211,EU_1626166,Non-irrigated arable land,493000,238000
5710,211,EU_1626166,Non-irrigated arable land,493000,238000
5711,211,EU_1626166,Non-irrigated arable land,500000,234000
5712,211,EU_1626166,Non-irrigated arable land,500000,235000
5713,211,EU_1626166,Non-irrigated arable land,500000,235000
5714,211,EU_1626166,Non-irrigated arable land,500000,235000
5715,211,EU_1626166,Non-irrigated arable land,501000,233000
5716,211,EU_1626166,Non-irrigated arable land,501000,233000
5717,211,EU_1626166,Non-irrigated arable land,501000,233000
5718,211,EU_1626166,Non-irrigated arable land,501000,234000
5719,211,EU_1626166,Non-irrigated arable land,501000,234000
5720,211,EU_1626166,Non-irrigated arable land,502000,233000
5721,211,EU_1626166,Non-irrigated arable land,502000,233000
5722,211,EU_1626166,Non-irrigated arable land,497000,233000
5723,211,EU_1626166,Non-irrigated arable land,497000,233000
5724,211,EU_1626166,Non-irrigated arable land,498000,233000
5725,211,EU_1626166,Non-irrigated arable land,498000,233000
5726,211,EU_1626166,Non-irrigated arable land,498000,234000
5727,211,EU_1626166,Non-irrigated arable land,498000,234000
5728,211,EU_1626166,Non-irrigated arable land,499000,233000
5729,211,EU_1626166,Non-irrigated arable land,499000,233000
5730,211,EU_1626166,Non-irrigated arable land,499000,234000
5731,211,EU_1626166,Non-irrigated arable land,499000,234000
5732,211,EU_1626166,Non-irrigated arable land,500000,233000
5733,211,EU_1626166,Non-irrigated arable land,500000,233000
5734,211,EU_1626166,Non-irrigated arable land,500000,233000
5735,211,EU_1626166,Non-irrigated arable land,500000,234000
5736,211,EU_1626166,Non-irrigated arable land,500000,234000
5737,211,EU_1626166,Non-irrigated arable land,500000,234000
5738,211,EU_1626166,Non-irrigated arable land,499000,235000
5739,211,EU_1626166,Non-irrigated arable land,499000,235000
5740,211,EU_1626166,Non-irrigated arable land,493000,231000
5741,211,EU_1626166,Non-irrigated arable land,494000,231000
5742,211,EU_1626166,Non-irrigated arable land,494000,231000
5743,211,EU_1626166,Non-irrigated arable land,495000,231000
5744,211,EU_1626166,Non-irrigated arable land,495000,231000
5745,211,EU_1626166,Non-irrigated arable land,496000,231000
5746,211,EU_1626166,Non-irrigated arable land,497000,231000
5747,211,EU_1626166,Non-irrigated arable land,493000,232000
5748,211,EU_1626166,Non-irrigated arable land,493000,232000
5749,211,EU_1626166,Non-irrigated arable land,494000,232000
5750,211,EU_1626166,Non-irrigated arable land,494000,232000
5751,211,EU_1626166,Non-irrigated arable land,495000,232000
5752,211,EU_1626166,Non-irrigated arable land,495000,232000
